10105	亜
61015	唖
44414	娃
71220	阿
00732	哀
20407	愛
53084	挨
48461	姶
37305	逢
44804	葵
44604	茜
27917	穐
10331	悪
57014	握
37114	渥
46010	旭
44506	葦
44207	芦
23322	鯵
40941	梓
71214	圧
48440	斡
57047	扱
30212	宛
47412	姐
50110	虻
83760	飴
27920	絢
24947	綾
21360	鮎
53100	或
10904	粟
38261	袷
30404	安
00216	庵
53044	按
60061	暗
30904	案
77601	闇
43544	鞍
40609	杏
28700	以
27207	伊
20218	位
20232	依
24256	偉
60550	囲
50802	夷
20404	委
53200	威
74200	尉
90015	惟
00336	意
74330	慰
60227	易
44921	椅
34327	為
60732	畏
60801	異
27927	移
20915	維
24956	緯
60227	胃
44404	萎
00732	衣
06627	謂
34305	違
35308	遺
71718	医
55000	井
00802	亥
43150	域
00227	育
47227	郁
12653	磯
10000	一
40712	壱
38112	溢
37301	逸
22969	稲
44182	茨
44401	芋
27327	鰯
23212	允
77720	印
66000	咽
60806	員
60804	因
46400	姻
12200	引
87782	飲
32114	淫
22010	胤
44232	蔭
73212	院
78232	陰
72237	隠
06686	韻
64000	吋
40600	右
30401	宇
27327	烏
17120	羽
31304	迂
10227	雨
77720	卯
87227	鵜
30812	窺
17102	丑
10615	碓
77770	臼
37127	渦
61012	嘘
66080	唄
44746	欝
44240	蔚
26347	鰻
44412	姥
71212	厩
33127	浦
72230	瓜
77104	閏
68046	噂
10732	云
37305	運
10732	雲
44214	荏
81740	餌
27640	叡
90606	営
66404	嬰
62922	影
65080	映
50006	曳
90904	栄
30902	永
33192	泳
35106	洩
14185	瑛
17102	盈
21986	穎
21986	頴
44805	英
21221	衛
03692	詠
88112	鋭
30147	液
00147	疫
80102	益
77387	駅
98012	悦
06627	謁
43805	越
77212	閲
41947	榎
71284	厭
77220	円
60232	園
41114	堰
40716	奄
30404	宴
12401	延
27331	怨
54016	掩
52047	援
37161	沿
33186	演
90809	炎
97862	焔
91814	煙
44331	燕
44232	猿
27932	縁
57117	艶
44212	苑
44600	薗
34303	遠
87161	鉛
27327	鴛
48112	塩
08233	於
31127	汚
26127	甥
77770	凹
50800	央
27804	奥
20214	往
00230	応
56050	押
61014	旺
44986	横
77782	欧
77747	殴
10104	王
80127	翁
37284	襖
90327	鴬
77727	鴎
44806	黄
77772	岡
35106	沖
44289	荻
20236	億
77214	屋
90036	憶
70236	臆
47927	桶
24510	牡
17710	乙
24216	俺
87120	卸
60330	恩
36112	温
22937	穏
00601	音
10230	下
24210	化
22247	仮
21220	何
26200	伽
21260	価
24214	佳
46000	加
10620	可
40461	嘉
10407	夏
43432	嫁
30232	家
30227	寡
24900	科
67047	暇
60904	果
46904	架
17682	歌
31120	河
90800	火
11120	珂
37227	禍
20904	禾
23932	稼
88603	箇
44214	花
44621	苛
44460	茄
44221	荷
44504	華
44904	菓
57147	蝦
06694	課
64054	嘩
24806	貨
36300	迦
37302	過
10247	霞
50140	蚊
23250	俄
23750	峨
23550	我
71240	牙
10772	画
78700	臥
44241	芽
53150	蛾
46806	賀
70215	雅
83750	餓
46327	駕
80220	介
80732	会
27252	解
60600	回
46113	塊
44132	壊
16400	廻
95080	快
97014	怪
98057	悔
94089	恢
90032	懐
53400	戒
56027	拐
18740	改
24510	魁
68057	晦
43950	械
38157	海
40809	灰
60228	界
22602	皆
28932	絵
44228	芥
27136	蟹
77441	開
72262	階
60800	貝
27110	凱
04827	劾
23200	外
60082	咳
30605	害
22214	崖
91012	慨
41912	概
31114	涯
16641	碍
44102	蓋
21221	街
00682	該
82118	鎧
70282	骸
36115	浬
47609	馨
54114	蛙
41116	垣
40927	柿
51127	蛎
87120	鈎
52100	劃
64031	嚇
27604	各
00227	廓
50032	拡
59012	撹
47964	格
40982	核
47247	殻
44247	獲
14615	確
24947	穫
90212	覚
27227	角
44231	赫
50048	較
07427	郭
77604	閣
71227	隔
44506	革
90407	学
72772	岳
32904	楽
31686	額
61286	顎
53000	掛
88108	笠
47914	樫
41916	橿
47917	梶
29380	鰍
37127	潟
32600	割
66027	喝
98061	恰
52064	括
32164	活
36127	渇
37127	滑
44727	葛
36227	褐
53065	轄
77102	且
27314	鰹
64000	叶
44914	椛
44954	樺
47512	鞄
45990	株
77212	兜
30716	竃
44127	蒲
80109	釜
88137	鎌
61072	噛
67527	鴨
41962	栢
44222	茅
44106	萱
17227	粥
42000	刈
44420	苅
10717	瓦
48417	乾
26212	侃
37214	冠
30303	寒
12400	刊
44727	勘
84227	勧
90717	巻
67084	喚
44118	堪
40444	姦
30212	完
30777	官
30212	寛
10400	干
48441	幹
50336	患
53330	感
97086	慣
93035	憾
57084	換
18440	敢
44970	柑
41916	桓
43977	棺
47982	款
87282	歓
31140	汗
34185	漢
37120	澗
38115	潅
16132	環
44770	甘
78102	監
20605	看
88401	竿
88777	管
88227	簡
22947	緩
80772	缶
48427	翰
71240	肝
28412	艦
44212	莞
86212	観
05696	諌
77806	貫
36303	還
88112	鑑
77601	間
77904	閑
77804	関
77262	陥
44456	韓
83777	館
83677	舘
50017	丸
80602	含
22241	岸
22248	巌
11112	玩
00172	癌
67032	眼
22602	岩
11612	翫
71286	贋
71215	雁
11286	頑
01286	顔
71286	願
80101	企
24247	伎
27212	危
40601	喜
66668	器
44104	基
40621	奇
44461	嬉
30621	寄
24747	岐
40227	希
22453	幾
17331	忌
57052	揮
47910	机
08281	旗
71712	既
47820	期
44981	棋
00904	棄
42953	機
27027	帰
07247	毅
80417	気
38117	汽
22653	畿
32221	祈
20407	季
24927	稀
27917	紀
28240	徽
56812	規
07617	記
50806	貴
47801	起
54017	軌
97252	輝
87710	飢
74321	騎
26513	鬼
27716	亀
24227	偽
28253	儀
44447	妓
30102	宜
23250	戯
54047	技
57081	擬
47882	欺
28553	犠
27881	疑
32240	祇
80553	義
58153	蟻
03612	誼
08653	議
57020	掬
44927	菊
47520	鞠
40601	吉
68017	吃
67084	喫
44961	桔
47927	橘
04661	詰
11660	砧
48940	杵
20909	黍
47720	却
30604	客
77220	脚
21214	虐
38304	逆
72102	丘
27800	久
24217	仇
24290	休
17247	及
67047	吸
30602	宮
17027	弓
27337	急
48940	救
41927	朽
43909	求
37147	汲
30118	泣
27809	灸
13199	球
30417	究
30227	窮
88247	笈
27947	級
22900	糾
28961	給
26000	旧
25000	牛
40732	去
77264	居
71717	巨
51017	拒
57041	拠
90502	挙
31904	渠
21212	虚
08640	許
61117	距
87164	鋸
37136	漁
27901	禦
27336	魚
00207	亨
00407	享
00906	京
24281	供
25280	侠
22227	僑
22212	兇
00212	競
44801	共
22770	凶
44027	協
71711	匡
77720	卿
62000	叫
20227	喬
40112	境
25780	峡
13236	強
11216	彊
94032	怯
17331	恐
44338	恭
55080	挟
48440	教
42927	橋
36112	況
41214	狂
45280	狭
82827	矯
77220	胸
40227	脅
77801	興
44227	蕎
27227	郷
80112	鏡
27601	響
27732	饗
48327	驚
27220	仰
37181	凝
40212	尭
64012	暁
32905	業
77227	局
55600	曲
47914	極
10103	玉
47920	桐
92940	粁
24215	僅
44127	勤
47120	均
40227	巾
86127	錦
72221	斤
77282	欣
87182	欽
11207	琴
44901	禁
80227	禽
88227	筋
77903	緊
44221	芹
44600	菌
38227	衿
34291	襟
04615	謹
32302	近
80109	金
68027	吟
87132	銀
40017	九
26281	倶
27620	句
71714	区
47220	狗
17180	玖
81817	矩
44604	苦
21214	躯
71314	駆
72312	駈
77320	駒
77801	具
60332	愚
21284	虞
68032	喰
30102	空
26227	偶
30227	寓
36302	遇
76227	隅
50006	串
48927	櫛
82100	釧
77227	屑
77272	屈
57072	掘
30272	窟
12609	沓
44510	靴
22609	轡
30114	窪
22331	熊
76232	隈
27904	粂
10904	栗
26994	繰
77904	桑
89180	鍬
24332	勲
17607	君
44331	薫
02600	訓
18651	群
37506	軍
17627	郡
43100	卦
46732	袈
37227	祁
22293	係
21286	傾
12400	刑
60212	兄
38604	啓
40104	圭
14114	珪
12104	型
57804	契
12422	形
27212	径
50336	恵
00247	慶
55337	慧
26330	憩
56027	掲
50027	携
48640	敬
60906	景
44914	桂
32184	渓
64014	畦
23961	稽
20903	系
27914	経
29919	継
57903	繋
60130	罫
44102	茎
44402	荊
90136	蛍
04600	計
02661	詣
48601	警
57014	軽
71186	頚
27827	鶏
44732	芸
37302	迎
20396	鯨
22200	劇
43450	戟
57502	撃
38140	激
79296	隙
41921	桁
25294	傑
27802	欠
35180	決
37193	潔
30802	穴
24961	結
27102	血
05680	訣
77220	月
25200	件
28286	倹
29212	倦
25240	健
80237	兼
90227	券
82800	剣
63016	喧
60717	圏
77104	堅
48437	嫌
15400	建
30336	憲
72339	懸
90502	拳
59012	捲
48986	検
48915	権
00503	牽
43800	犬
43284	献
11640	研
16612	硯
26927	絹
26901	県
30227	肩
60212	見
08637	謙
77806	賢
51040	軒
35307	遣
85140	鍵
78286	険
61186	顕
78386	験
28686	鹸
10212	元
71296	原
90248	厳
27720	幻
10232	弦
33150	減
31196	源
00732	玄
16112	現
20932	絃
20432	舷
00601	言
00622	諺
77232	限
20409	乎
26200	個
40600	古
62049	呼
60604	固
44460	姑
12430	孤
17717	己
00256	庫
12230	弧
10207	戸
48640	故
44960	枯
37120	湖
42230	狐
97920	糊
34227	袴
77247	股
47620	胡
44432	菰
21217	虎
04627	誇
64127	跨
84160	鈷
30215	雇
31286	顧
44147	鼓
10102	五
10102	互
21212	伍
80400	午
26801	呉
10601	吾
46481	娯
22247	後
27220	御
91061	悟
41961	梧
48927	檎
17120	瑚
44602	碁
01661	語
06684	誤
04647	護
17620	醐
80717	乞
26315	鯉
00408	交
20248	佼
27284	侯
27284	候
24241	倖
90212	光
80732	公
14127	功
04427	効
27720	勾
71247	厚
60000	口
27220	向
72261	后
67084	喉
40117	坑
42161	垢
47447	好
12410	孔
44407	孝
30732	宏
10102	工
11127	巧
44717	巷
40401	幸
00232	広
00287	庚
00299	康
12231	弘
91016	恒
94012	慌
50017	抗
57020	拘
53012	控
18140	攻
60727	昂
60212	晃
10506	更
40917	杭
40948	校
41946	梗
45947	構
31112	江
34181	洪
34161	浩
34117	港
35147	溝
60500	甲
26104	皇
11646	硬
20927	稿
90999	糠
21912	紅
24932	紘
20948	絞
27920	綱
55900	耕
44027	考
21227	肯
74232	肱
73212	腔
00227	膏
20417	航
44212	荒
21221	行
21221	衡
05647	講
10806	貢
65847	購
07427	郊
14647	酵
80132	鉱
10632	砿
87120	鋼
77601	閤
77254	降
11186	項
20609	香
00227	高
37127	鴻
72700	剛
44727	劫
60027	号
80601	合
40132	壕
54027	拷
30132	濠
00232	豪
50550	轟
57420	麹
40212	克
02800	刻
24601	告
60103	国
47947	穀
14661	酷
27627	鵠
60331	黒
43284	獄
30112	漉
71244	腰
81617	甑
27332	忽
97032	惚
77227	骨
46202	狛
38300	込
22110	此
21786	頃
80207	今
60904	困
45106	坤
27104	墾
42464	婚
97032	恨
27333	懇
72604	昏
60712	昆
47932	根
46900	梱
36112	混
00132	痕
24970	紺
77732	艮
16713	魂
22101	些
24212	佐
77403	叉
63047	唆
28712	嵯
40102	左
80102	差
47912	査
39120	沙
18112	瑳
19620	砂
08611	詐
89186	鎖
39732	裟
88104	坐
00214	座
58014	挫
25286	債
22215	催
10447	再
60447	最
43650	哉
30104	塞
50404	妻
30401	宰
22922	彩
40200	才
52094	採
43950	栽
21253	歳
30124	済
22809	災
20904	采
77259	犀
17641	砕
22602	砦
27901	祭
00224	斎
26900	細
44904	菜
43750	裁
43550	載
77291	際
02200	剤
40214	在
44900	材
60111	罪
64800	財
31140	冴
42147	坂
72247	阪
46128	堺
